latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
10.07706,-64.8562,337.08,0.39,0.36,2026-06-08,1749,N,VIIRS,n,2.0NRT,297.3,1.42,D
10.21134,-64.61212,336.89,0.39,0.36,2026-06-08,1749,N,VIIRS,n,2.0NRT,303.38,6.94,D
-37.96343,-71.9887,334.28,0.42,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,285.88,3.87,D
-37.95722,-71.96068,330.5,0.42,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,279.0,13.18,D
-37.95711,-71.95792,348.24,0.42,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,285.25,26.31,D
-37.95612,-71.95573,340.39,0.42,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,279.89,21.37,D
-37.87254,-72.05521,327.96,0.41,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,283.75,3.99,D
-37.87174,-72.05393,343.38,0.41,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,286.22,8.44,D
-37.87153,-72.05063,340.77,0.41,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,286.72,10.25,D
-37.86153,-72.04738,349.67,0.41,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,290.08,11.66,D
-37.86053,-72.04273,331.51,0.41,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,283.98,6.82,D
-37.85743,-72.04876,341.93,0.41,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,282.55,5.46,D
-37.80716,-72.00009,342.2,0.42,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,291.66,27.78,D
-37.80306,-72.00154,344.56,0.42,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,289.73,43.73,D
-37.68185,-73.24706,330.68,0.55,0.43,2026-06-08,1917,N,VIIRS,n,2.0NRT,285.51,6.87,D
-37.68002,-73.24686,329.33,0.55,0.43,2026-06-08,1917,N,VIIRS,n,2.0NRT,284.44,5.6,D
-36.41401,-72.86991,344.25,0.4,0.45,2026-06-08,1917,N,VIIRS,n,2.0NRT,281.76,7.58,D
-36.24754,-71.20414,337.22,0.49,0.49,2026-06-08,1917,N,VIIRS,n,2.0NRT,277.17,8.29,D
-36.24643,-71.20011,340.87,0.5,0.49,2026-06-08,1917,N,VIIRS,n,2.0NRT,280.23,19.71,D
-36.24619,-71.19836,339.31,0.5,0.49,2026-06-08,1917,N,VIIRS,n,2.0NRT,273.17,10.72,D
-35.51189,-71.26108,339.08,0.51,0.49,2026-06-08,1917,N,VIIRS,n,2.0NRT,283.64,12.88,D
-35.50865,-71.26799,337.84,0.51,0.49,2026-06-08,1917,N,VIIRS,n,2.0NRT,281.98,10.04,D
-35.50755,-71.26324,356.93,0.51,0.49,2026-06-08,1917,N,VIIRS,l,2.0NRT,284.09,12.88,D
-34.72937,-71.21983,330.19,0.53,0.5,2026-06-08,1917,N,VIIRS,n,2.0NRT,277.32,6.61,D
-34.54522,-71.39742,325.67,0.53,0.5,2026-06-08,1917,N,VIIRS,n,2.0NRT,282.96,2.24,D
-34.10574,-70.45531,341.14,0.61,0.53,2026-06-08,1917,N,VIIRS,n,2.0NRT,280.72,11.97,D
-13.78651,-76.16704,356.68,0.36,0.58,2026-06-08,1923,N,VIIRS,n,2.0NRT,300.04,4.54,D
-12.05198,-76.39523,331.35,0.38,0.59,2026-06-08,1923,N,VIIRS,n,2.0NRT,301.17,6.3,D
-12.05145,-76.3924,347.7,0.38,0.59,2026-06-08,1923,N,VIIRS,n,2.0NRT,298.7,8.29,D
-12.04862,-76.40694,338.84,0.38,0.59,2026-06-08,1923,N,VIIRS,n,2.0NRT,300.26,6.11,D
-12.04817,-76.40457,336.75,0.38,0.59,2026-06-08,1923,N,VIIRS,n,2.0NRT,301.57,10.53,D
-12.04722,-76.39954,339.15,0.38,0.59,2026-06-08,1923,N,VIIRS,n,2.0NRT,298.69,6.3,D
-10.75664,-77.63914,334.55,0.33,0.55,2026-06-08,1925,N,VIIRS,n,2.0NRT,293.57,4.7,D
-10.75609,-77.63612,344.69,0.33,0.55,2026-06-08,1925,N,VIIRS,n,2.0NRT,294.5,6.75,D
-10.65137,-77.65705,335.18,0.33,0.55,2026-06-08,1925,N,VIIRS,n,2.0NRT,284.27,2.73,D
-9.6956,-74.19416,326.32,0.58,0.7,2026-06-08,1925,N,VIIRS,n,2.0NRT,286.69,4.55,D
-7.4309,-79.53999,338.58,0.56,0.51,2026-06-08,1925,N,VIIRS,n,2.0NRT,292.18,7.07,D
-7.25014,-79.45599,367.0,0.57,0.52,2026-06-08,1925,N,VIIRS,h,2.0NRT,292.8,20.25,D
-7.2497,-79.45796,341.46,0.57,0.52,2026-06-08,1925,N,VIIRS,n,2.0NRT,292.37,11.09,D
-7.24879,-79.45278,341.85,0.57,0.52,2026-06-08,1925,N,VIIRS,n,2.0NRT,291.61,11.09,D
-7.18394,-76.69855,327.52,0.44,0.62,2026-06-08,1925,N,VIIRS,n,2.0NRT,285.14,1.67,D
-7.01295,-79.61706,334.45,0.56,0.52,2026-06-08,1925,N,VIIRS,n,2.0NRT,291.74,3.54,D
-4.5232,-37.72738,317.76,0.45,0.39,2026-06-08,345,N20,VIIRS,n,2.0NRT,291.63,1.73,N
-3.59528,-38.85699,318.7,0.53,0.42,2026-06-08,345,N20,VIIRS,n,2.0NRT,292.69,4.19,N
-3.59449,-38.86178,328.87,0.53,0.42,2026-06-08,345,N20,VIIRS,n,2.0NRT,292.35,4.95,N
-3.58153,-38.85708,313.26,0.53,0.42,2026-06-08,345,N20,VIIRS,n,2.0NRT,291.86,2.74,N
-3.57691,-38.86124,303.69,0.53,0.42,2026-06-08,345,N20,VIIRS,n,2.0NRT,290.42,1.92,N
-3.49818,-48.03914,312.06,0.73,0.76,2026-06-08,345,N20,VIIRS,n,2.0NRT,287.3,2.08,N
-3.49228,-48.03163,308.42,0.73,0.76,2026-06-08,345,N20,VIIRS,n,2.0NRT,286.98,4.06,N
-3.49109,-48.03848,325.24,0.73,0.76,2026-06-08,345,N20,VIIRS,n,2.0NRT,286.92,4.06,N
-18.24316,-42.75373,296.08,0.55,0.43,2026-06-08,347,N20,VIIRS,n,2.0NRT,283.29,0.64,N
-18.04112,-39.92399,303.88,0.41,0.37,2026-06-08,347,N20,VIIRS,n,2.0NRT,291.94,1.3,N
-17.77782,-42.80667,301.23,0.56,0.43,2026-06-08,347,N20,VIIRS,n,2.0NRT,285.45,1.17,N
-17.7263,-42.68778,296.87,0.56,0.43,2026-06-08,347,N20,VIIRS,n,2.0NRT,282.56,0.84,N
-17.16215,-45.06192,299.35,0.53,0.5,2026-06-08,347,N20,VIIRS,n,2.0NRT,282.15,0.95,N
-17.0931,-43.80456,298.26,0.44,0.46,2026-06-08,347,N20,VIIRS,n,2.0NRT,286.13,0.67,N
-16.72314,-41.49693,304.45,0.5,0.41,2026-06-08,347,N20,VIIRS,n,2.0NRT,285.68,0.75,N
-16.72112,-41.49328,308.53,0.5,0.41,2026-06-08,347,N20,VIIRS,n,2.0NRT,286.33,0.98,N
-16.68243,-43.88244,304.74,0.45,0.47,2026-06-08,347,N20,VIIRS,n,2.0NRT,286.32,1.84,N
-16.34641,-43.69536,298.73,0.45,0.47,2026-06-08,347,N20,VIIRS,n,2.0NRT,285.37,1.04,N
-15.52582,-42.63787,301.81,0.4,0.44,2026-06-08,347,N20,VIIRS,n,2.0NRT,283.84,0.78,N
-14.30358,-49.24078,299.28,0.56,0.69,2026-06-08,347,N20,VIIRS,n,2.0NRT,286.75,2.74,N
-14.30253,-49.24573,344.92,0.56,0.69,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.03,2.74,N
-14.29618,-49.24466,298.89,0.56,0.69,2026-06-08,347,N20,VIIRS,n,2.0NRT,286.85,2.74,N
-12.86191,-38.36472,312.67,0.41,0.37,2026-06-08,347,N20,VIIRS,n,2.0NRT,290.09,0.6,N
-12.82153,-38.41906,301.14,0.41,0.37,2026-06-08,347,N20,VIIRS,n,2.0NRT,290.54,0.51,N
-12.7121,-38.57082,305.7,0.41,0.37,2026-06-08,347,N20,VIIRS,n,2.0NRT,293.09,1.92,N
-12.39914,-38.34107,304.8,0.41,0.37,2026-06-08,347,N20,VIIRS,n,2.0NRT,291.25,1.32,N
-12.39852,-38.34481,320.31,0.41,0.37,2026-06-08,347,N20,VIIRS,n,2.0NRT,291.9,2.37,N
-12.39512,-38.34422,307.56,0.41,0.37,2026-06-08,347,N20,VIIRS,n,2.0NRT,290.29,0.68,N
-11.43954,-46.6769,309.0,0.43,0.62,2026-06-08,347,N20,VIIRS,n,2.0NRT,286.55,1.2,N
-11.03437,-44.31907,301.29,0.61,0.53,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.35,1.27,N
-11.02948,-44.31811,304.06,0.61,0.53,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.62,1.27,N
-11.02459,-44.31717,321.87,0.61,0.53,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.53,4.14,N
-10.6964,-37.04819,303.15,0.39,0.36,2026-06-08,347,N20,VIIRS,n,2.0NRT,290.18,0.77,N
-10.14647,-47.6421,333.41,0.53,0.67,2026-06-08,347,N20,VIIRS,n,2.0NRT,290.03,5.21,N
-10.14606,-47.6389,309.54,0.53,0.67,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.08,3.83,N
-10.14559,-47.6467,302.34,0.53,0.67,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.77,3.08,N
-10.14516,-47.6434,331.29,0.53,0.67,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.88,5.88,N
-10.14031,-47.64096,303.79,0.53,0.67,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.53,0.88,N
-9.30555,-48.96965,310.84,0.67,0.74,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.86,2.11,N
-7.90478,-47.09173,302.44,0.53,0.67,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.47,1.04,N
-7.89767,-47.09548,307.56,0.53,0.67,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.46,1.96,N
-7.84731,-46.18842,304.22,0.46,0.64,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.32,0.71,N
-7.84656,-46.19243,303.16,0.46,0.64,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.55,1.36,N
-7.39787,-45.24831,320.18,0.41,0.6,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.48,2.5,N
-7.22636,-46.43324,327.03,0.49,0.65,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.85,2.69,N
-7.2255,-46.43783,305.44,0.49,0.65,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.39,2.69,N
-7.22407,-46.43362,334.02,0.49,0.65,2026-06-08,347,N20,VIIRS,n,2.0NRT,288.66,4.72,N
-5.51925,-37.4852,312.39,0.43,0.38,2026-06-08,347,N20,VIIRS,n,2.0NRT,289.11,1.26,N
-5.49403,-37.24382,307.23,0.42,0.38,2026-06-08,347,N20,VIIRS,n,2.0NRT,291.3,0.6,N
-25.54395,-42.83807,312.57,0.44,0.39,2026-06-08,349,N20,VIIRS,n,2.0NRT,269.2,1.97,N
-25.54315,-42.84248,309.19,0.44,0.39,2026-06-08,349,N20,VIIRS,n,2.0NRT,270.9,1.87,N
-25.33052,-42.69176,328.15,0.44,0.38,2026-06-08,349,N20,VIIRS,n,2.0NRT,276.56,2.2,N
-24.68305,-42.38304,323.21,0.44,0.38,2026-06-08,349,N20,VIIRS,n,2.0NRT,292.34,2.3,N
-24.67954,-42.38229,326.15,0.44,0.38,2026-06-08,349,N20,VIIRS,n,2.0NRT,292.3,2.3,N
-24.54429,-42.4679,321.22,0.44,0.38,2026-06-08,349,N20,VIIRS,n,2.0NRT,292.79,1.82,N
-24.54352,-42.47224,309.2,0.44,0.38,2026-06-08,349,N20,VIIRS,n,2.0NRT,292.17,1.09,N
-24.23982,-50.74085,298.23,0.43,0.62,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.43,1.36,N
-23.98397,-48.91467,296.59,0.34,0.56,2026-06-08,349,N20,VIIRS,n,2.0NRT,282.69,1.4,N
-23.98324,-48.9179,322.41,0.34,0.56,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.47,1.96,N
-23.98182,-48.91752,325.96,0.34,0.56,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.71,2.07,N
-23.63677,-46.46987,298.13,0.49,0.49,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.28,0.44,N
-23.40664,-46.55723,301.46,0.5,0.49,2026-06-08,349,N20,VIIRS,n,2.0NRT,280.89,0.84,N
-23.18876,-45.81913,302.32,0.46,0.47,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.64,1.22,N
-22.92306,-43.75707,318.28,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.88,3.42,N
-22.91923,-43.75623,307.86,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.83,1.58,N
-22.91256,-43.72801,308.52,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,288.7,9.25,N
-22.9116,-43.73314,330.41,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.87,9.25,N
-22.91063,-43.73827,299.7,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.04,1.43,N
-22.90777,-43.7323,330.87,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.06,4.3,N
-22.90681,-43.73742,325.5,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,291.84,3.31,N
-22.90395,-43.73145,308.45,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,288.9,4.3,N
-22.90391,-43.75282,300.04,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,288.45,1.89,N
-22.90298,-43.73657,321.99,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.98,3.31,N
-22.90008,-43.75198,317.64,0.53,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,288.47,1.89,N
-22.77938,-43.37596,296.49,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.15,0.45,N
-22.72783,-47.13362,299.88,0.56,0.51,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.15,2.73,N
-22.69605,-47.66027,295.86,0.6,0.53,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.43,2.35,N
-22.6912,-47.65903,321.91,0.6,0.53,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.04,2.35,N
-22.66293,-40.24072,309.74,0.39,0.36,2026-06-08,349,N20,VIIRS,n,2.0NRT,295.12,0.49,N
-22.54852,-40.06616,321.26,0.39,0.36,2026-06-08,349,N20,VIIRS,n,2.0NRT,295.68,1.23,N
-22.51561,-44.11649,308.27,0.56,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.89,1.2,N
-22.51271,-44.11021,301.0,0.56,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,287.82,1.2,N
-22.51168,-44.11565,300.04,0.56,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,287.35,1.2,N
-22.50982,-44.10392,297.38,0.56,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,287.11,1.92,N
-22.50485,-44.10848,298.52,0.56,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.23,1.43,N
-21.62667,-43.46869,297.14,0.54,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.35,0.96,N
-21.24137,-40.04929,329.87,0.4,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,296.47,4.98,N
-21.20261,-43.81361,314.23,0.57,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,281.43,1.93,N
-21.2016,-43.81906,305.69,0.57,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,280.26,1.93,N
-21.20079,-43.8143,326.26,0.57,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,281.66,3.4,N
-21.17728,-43.97905,298.45,0.39,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.12,1.29,N
-20.99381,-51.79578,298.58,0.59,0.7,2026-06-08,349,N20,VIIRS,n,2.0NRT,287.84,1.82,N
-20.90083,-43.81934,295.77,0.38,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.13,0.58,N
-20.76227,-46.76846,298.75,0.58,0.52,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.78,0.91,N
-20.57331,-43.97242,313.16,0.4,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,283.0,1.75,N
-20.54701,-43.75297,302.99,0.38,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.21,1.02,N
-20.54625,-42.11986,302.85,0.47,0.4,2026-06-08,349,N20,VIIRS,n,2.0NRT,282.57,0.72,N
-20.54495,-43.76403,296.41,0.39,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,284.87,0.85,N
-20.54371,-43.74847,319.37,0.38,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.36,1.89,N
-20.54234,-43.75583,301.79,0.39,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,288.52,1.61,N
-20.54166,-43.75951,295.25,0.39,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.04,1.5,N
-20.54097,-43.76321,318.3,0.39,0.44,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.59,1.5,N
-20.41791,-43.55236,309.72,0.57,0.43,2026-06-08,349,N20,VIIRS,n,2.0NRT,281.89,1.63,N
-20.32399,-47.73184,312.38,0.34,0.56,2026-06-08,349,N20,VIIRS,n,2.0NRT,287.44,0.96,N
-20.32324,-47.7353,298.31,0.34,0.56,2026-06-08,349,N20,VIIRS,n,2.0NRT,284.84,0.96,N
-20.25196,-40.22842,302.7,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,291.48,0.97,N
-20.25131,-40.2323,327.61,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,292.27,3.2,N
-20.25,-40.24005,329.11,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,291.86,5.3,N
-20.24935,-40.24393,332.46,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.46,5.3,N
-20.2466,-40.2394,304.82,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.66,5.3,N
-20.24595,-40.24328,326.58,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,292.89,5.3,N
-20.24255,-40.24264,299.98,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.91,6.69,N
-20.23915,-40.24199,348.71,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,298.4,6.69,N
-20.23433,-40.22906,332.27,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,297.47,2.19,N
-20.23367,-40.23294,302.66,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.11,2.19,N
-20.23236,-40.2407,316.8,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.26,1.61,N
-20.2317,-40.24458,319.66,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.8,2.12,N
-20.23027,-40.23229,323.01,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,295.95,2.15,N
-20.14955,-44.87566,320.81,0.45,0.47,2026-06-08,349,N20,VIIRS,n,2.0NRT,284.89,1.6,N
-19.83759,-40.08152,308.71,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,293.33,1.64,N
-19.82225,-43.12892,316.51,0.55,0.42,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.53,1.94,N
-19.71813,-40.35306,304.52,0.41,0.37,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.18,0.77,N
-19.51126,-44.27604,298.81,0.43,0.46,2026-06-08,349,N20,VIIRS,n,2.0NRT,287.26,0.78,N
-19.48384,-42.53727,301.43,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.18,1.01,N
-19.48294,-42.54216,305.75,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.66,4.19,N
-19.48204,-42.54703,339.01,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.26,4.19,N
-19.48109,-42.53416,321.86,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.71,1.7,N
-19.48095,-42.53168,317.95,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.0,1.63,N
-19.48022,-42.53902,299.33,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.12,1.7,N
-19.48006,-42.53653,301.86,0.51,0.41,2026-06-08,349,N20,VIIRS,n,2.0NRT,289.04,1.63,N
-19.43793,-44.3403,299.6,0.43,0.46,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.44,0.97,N
-18.90968,-47.43162,323.46,0.35,0.57,2026-06-08,349,N20,VIIRS,n,2.0NRT,281.28,2.77,N
-18.90898,-47.43495,324.34,0.35,0.57,2026-06-08,349,N20,VIIRS,n,2.0NRT,280.33,3.04,N
-14.3986,-43.80062,316.35,0.49,0.49,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.96,1.73,N
-14.39775,-43.80516,297.01,0.49,0.49,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.95,1.06,N
-12.49182,-46.27747,307.62,0.39,0.59,2026-06-08,349,N20,VIIRS,n,2.0NRT,290.1,2.21,N
-12.48725,-46.27206,318.86,0.39,0.59,2026-06-08,349,N20,VIIRS,n,2.0NRT,291.26,3.31,N
-12.48298,-46.26518,299.81,0.39,0.59,2026-06-08,349,N20,VIIRS,n,2.0NRT,288.27,0.98,N
-12.32015,-46.07661,301.22,0.38,0.59,2026-06-08,349,N20,VIIRS,n,2.0NRT,285.07,0.72,N
-12.31947,-46.0801,299.1,0.38,0.59,2026-06-08,349,N20,VIIRS,n,2.0NRT,284.77,0.72,N
-12.06733,-48.42472,311.53,0.55,0.68,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.9,1.48,N
-12.06628,-48.42984,305.27,0.55,0.68,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.58,1.48,N
-12.04983,-45.57093,297.31,0.35,0.57,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.4,0.28,N
-12.04972,-45.57113,296.44,0.35,0.57,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.32,0.29,N
-12.04401,-45.57311,302.56,0.36,0.57,2026-06-08,349,N20,VIIRS,n,2.0NRT,287.1,0.7,N
-12.04387,-45.57332,299.74,0.35,0.57,2026-06-08,349,N20,VIIRS,n,2.0NRT,286.9,0.59,N
-9.30699,-48.96627,303.88,0.6,0.71,2026-06-08,525,N20,VIIRS,n,2.0NRT,288.57,1.71,N
-9.30632,-48.9715,299.97,0.6,0.71,2026-06-08,525,N20,VIIRS,n,2.0NRT,287.9,1.1,N
-9.0936,-50.60559,303.41,0.46,0.64,2026-06-08,525,N20,VIIRS,n,2.0NRT,288.89,1.54,N
-9.09303,-50.60988,318.3,0.46,0.64,2026-06-08,525,N20,VIIRS,n,2.0NRT,288.52,1.54,N
-6.57847,-51.099,304.1,0.39,0.6,2026-06-08,525,N20,VIIRS,n,2.0NRT,288.11,2.07,N
-6.57798,-51.10258,338.81,0.39,0.6,2026-06-08,525,N20,VIIRS,n,2.0NRT,287.45,2.07,N
-6.57723,-51.10021,340.42,0.39,0.6,2026-06-08,525,N20,VIIRS,n,2.0NRT,290.31,11.1,N
-6.57671,-51.10387,367.0,0.39,0.6,2026-06-08,525,N20,VIIRS,h,2.0NRT,289.07,11.1,N
-6.57172,-51.09977,324.55,0.39,0.6,2026-06-08,525,N20,VIIRS,n,2.0NRT,289.52,11.1,N
-6.57116,-51.10367,318.04,0.39,0.6,2026-06-08,525,N20,VIIRS,n,2.0NRT,289.09,11.1,N
-5.30603,-55.97099,319.84,0.54,0.42,2026-06-08,525,N20,VIIRS,n,2.0NRT,289.85,1.76,N
-3.5005,-48.03702,302.44,0.58,0.7,2026-06-08,525,N20,VIIRS,n,2.0NRT,286.54,0.9,N
-3.49899,-48.03492,314.32,0.58,0.7,2026-06-08,525,N20,VIIRS,n,2.0NRT,286.83,2.87,N
-3.49418,-48.03563,335.99,0.58,0.7,2026-06-08,525,N20,VIIRS,n,2.0NRT,286.62,7.5,N
-3.49267,-48.03359,330.09,0.58,0.7,2026-06-08,525,N20,VIIRS,n,2.0NRT,286.86,4.86,N
-2.73645,-58.18936,315.3,0.4,0.37,2026-06-08,525,N20,VIIRS,n,2.0NRT,290.41,1.44,N
-14.73574,-52.68082,298.28,0.4,0.6,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.03,0.95,N
-14.73533,-52.68443,295.99,0.4,0.6,2026-06-08,527,N20,VIIRS,n,2.0NRT,283.72,0.61,N
-14.54298,-63.499,306.76,0.39,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.29,1.04,N
-14.33341,-58.45285,296.96,0.5,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.5,0.73,N
-14.33276,-58.45747,310.96,0.5,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.88,1.54,N
-14.33211,-58.46207,299.2,0.5,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.6,1.54,N
-14.33147,-58.46665,347.4,0.5,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,286.95,7.19,N
-13.61808,-62.05972,311.08,0.38,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,289.53,0.84,N
-13.61696,-62.06679,317.34,0.38,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,290.71,2.56,N
-13.61421,-62.06271,334.63,0.38,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,290.24,2.56,N
-13.61366,-62.06623,330.05,0.38,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,289.75,2.56,N
-13.6131,-62.06977,310.84,0.38,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,289.69,1.48,N
-13.61146,-62.05863,310.52,0.38,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,289.9,0.83,N
-13.61091,-62.06215,313.78,0.38,0.36,2026-06-08,527,N20,VIIRS,n,2.0NRT,290.88,1.53,N
-12.71072,-65.67071,301.59,0.49,0.4,2026-06-08,527,N20,VIIRS,n,2.0NRT,281.97,1.44,N
-12.07002,-48.42378,303.66,0.71,0.75,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.52,1.55,N
-12.06931,-48.4302,298.3,0.71,0.75,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.58,1.32,N
-11.89955,-57.76311,303.91,0.51,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.94,1.59,N
-11.89917,-57.76579,303.45,0.51,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.14,1.27,N
-11.89679,-57.78187,305.43,0.51,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.67,1.34,N
-11.89654,-57.78452,303.25,0.51,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.48,1.32,N
-11.84567,-52.51205,302.01,0.37,0.58,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.48,0.94,N
-11.74281,-57.83246,299.45,0.5,0.41,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.09,1.04,N
-11.58805,-58.50959,313.99,0.46,0.39,2026-06-08,527,N20,VIIRS,n,2.0NRT,289.45,1.39,N
