latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-11.54249,-56.33063,298.1,0.41,0.45,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.79,0.5,N
-11.54196,-56.33434,298.83,0.41,0.45,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.66,0.5,N
-11.51151,-56.1287,307.14,0.42,0.45,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.01,1.12,N
-11.30064,-54.88251,309.7,0.51,0.49,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.74,1.1,N
-11.08291,-68.38792,302.96,0.5,0.49,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.61,0.78,N
-10.92276,-54.11333,298.77,0.56,0.52,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.89,1.08,N
-10.90342,-65.3205,325.29,0.49,0.4,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.0,1.75,N
-10.90266,-65.32497,308.91,0.49,0.4,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.14,2.05,N
-10.89971,-65.31985,301.48,0.49,0.4,2026-06-08,527,N20,VIIRS,n,2.0NRT,284.83,1.75,N
-10.89896,-65.32433,326.78,0.49,0.4,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.11,2.05,N
-10.85982,-53.73803,297.77,0.6,0.53,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.17,0.54,N
-10.85495,-53.73736,297.84,0.6,0.53,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.41,1.21,N
-10.85423,-53.7429,303.7,0.6,0.53,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.61,1.21,N
-10.84937,-53.7422,308.06,0.6,0.53,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.03,1.21,N
-10.84866,-53.74771,309.47,0.6,0.53,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.13,2.64,N
-10.84575,-53.74583,307.33,0.59,0.53,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.74,2.0,N
-10.84499,-53.75134,302.88,0.59,0.53,2026-06-08,527,N20,VIIRS,n,2.0NRT,287.83,1.33,N
-10.82727,-56.60305,303.77,0.39,0.44,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.67,1.11,N
-10.40434,-64.44559,322.0,0.45,0.39,2026-06-08,527,N20,VIIRS,n,2.0NRT,290.35,1.44,N
-10.40366,-64.44968,304.06,0.45,0.39,2026-06-08,527,N20,VIIRS,n,2.0NRT,289.72,1.44,N
-10.12245,-57.76143,306.63,0.49,0.4,2026-06-08,527,N20,VIIRS,n,2.0NRT,286.89,1.1,N
-10.11875,-57.76087,299.74,0.49,0.4,2026-06-08,527,N20,VIIRS,n,2.0NRT,286.33,1.1,N
-9.09228,-50.60807,328.25,0.46,0.64,2026-06-08,527,N20,VIIRS,n,2.0NRT,288.63,3.46,N
-21.99319,-57.60843,323.87,0.47,0.47,2026-06-08,529,N20,VIIRS,n,2.0NRT,281.16,2.42,N
-21.99261,-57.61328,303.04,0.46,0.47,2026-06-08,529,N20,VIIRS,n,2.0NRT,280.55,2.42,N
-21.9888,-57.60789,336.15,0.47,0.47,2026-06-08,529,N20,VIIRS,n,2.0NRT,283.54,2.42,N
-21.98823,-57.61273,304.12,0.46,0.47,2026-06-08,529,N20,VIIRS,n,2.0NRT,281.25,2.42,N
-21.98384,-57.61226,302.52,0.46,0.47,2026-06-08,529,N20,VIIRS,n,2.0NRT,281.04,1.37,N
-18.46589,-54.70439,300.26,0.32,0.55,2026-06-08,529,N20,VIIRS,n,2.0NRT,282.52,0.34,N
-18.46083,-54.70375,298.43,0.32,0.55,2026-06-08,529,N20,VIIRS,n,2.0NRT,282.66,0.26,N
-18.45192,-64.40124,303.84,0.39,0.36,2026-06-08,529,N20,VIIRS,n,2.0NRT,285.37,0.95,N
-18.29208,-62.13589,325.53,0.39,0.36,2026-06-08,529,N20,VIIRS,n,2.0NRT,285.23,3.3,N
-17.72467,-66.29194,298.33,0.45,0.39,2026-06-08,529,N20,VIIRS,n,2.0NRT,278.82,0.78,N
-17.72364,-66.29055,300.24,0.45,0.39,2026-06-08,529,N20,VIIRS,n,2.0NRT,278.96,0.78,N
-16.53197,-67.60886,301.52,0.55,0.43,2026-06-08,529,N20,VIIRS,n,2.0NRT,271.32,1.32,N
-16.40695,-72.27323,295.75,0.36,0.57,2026-06-08,529,N20,VIIRS,n,2.0NRT,279.91,0.86,N
-16.26814,-60.00096,308.57,0.44,0.39,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.27,1.26,N
-16.26754,-60.0051,319.85,0.44,0.39,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.55,1.9,N
-16.17912,-61.13161,304.07,0.4,0.37,2026-06-08,529,N20,VIIRS,n,2.0NRT,287.44,1.04,N
-16.14011,-60.23721,307.11,0.43,0.38,2026-06-08,529,N20,VIIRS,n,2.0NRT,289.1,1.41,N
-16.13952,-60.24125,318.46,0.43,0.38,2026-06-08,529,N20,VIIRS,n,2.0NRT,289.12,1.41,N
-16.13661,-60.23668,312.83,0.43,0.38,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.52,1.41,N
-16.12476,-60.39067,306.66,0.43,0.38,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.11,0.66,N
-16.12417,-60.39464,302.26,0.43,0.38,2026-06-08,529,N20,VIIRS,n,2.0NRT,287.77,0.66,N
-16.05585,-60.76112,300.59,0.41,0.37,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.47,0.62,N
-16.05242,-60.76056,301.91,0.41,0.37,2026-06-08,529,N20,VIIRS,n,2.0NRT,289.12,0.62,N
-16.04899,-60.76,328.69,0.41,0.37,2026-06-08,529,N20,VIIRS,n,2.0NRT,290.1,4.01,N
-16.04556,-60.75944,344.78,0.41,0.37,2026-06-08,529,N20,VIIRS,n,2.0NRT,291.73,4.01,N
-16.00944,-63.15134,306.88,0.39,0.36,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.99,1.21,N
-15.78194,-61.16555,317.91,0.4,0.37,2026-06-08,529,N20,VIIRS,n,2.0NRT,287.93,1.45,N
-15.6306,-60.26114,311.04,0.43,0.38,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.35,1.12,N
-15.62712,-60.26058,309.26,0.43,0.38,2026-06-08,529,N20,VIIRS,n,2.0NRT,288.52,1.12,N
-22.70121,-55.92214,311.39,0.61,0.53,2026-06-08,531,N20,VIIRS,n,2.0NRT,286.62,2.72,N
-34.10516,-70.45345,305.49,0.43,0.38,2026-06-08,533,N20,VIIRS,n,2.0NRT,277.57,3.58,N
-34.10431,-70.45808,336.98,0.43,0.38,2026-06-08,533,N20,VIIRS,n,2.0NRT,282.13,12.54,N
-34.05955,-71.09421,295.95,0.45,0.39,2026-06-08,533,N20,VIIRS,n,2.0NRT,280.95,0.55,N
-33.2954,-70.73042,318.45,0.45,0.39,2026-06-08,533,N20,VIIRS,n,2.0NRT,278.05,1.61,N
-32.80085,-70.95268,322.64,0.46,0.39,2026-06-08,533,N20,VIIRS,n,2.0NRT,280.85,3.68,N
-32.78642,-71.48392,300.43,0.49,0.4,2026-06-08,533,N20,VIIRS,n,2.0NRT,280.63,1.1,N
-39.20127,-73.11303,309.73,0.46,0.39,2026-06-08,536,N20,VIIRS,n,2.0NRT,280.2,2.1,N
-39.20019,-73.11866,312.88,0.46,0.39,2026-06-08,536,N20,VIIRS,n,2.0NRT,279.65,2.04,N
-38.74418,-68.83533,296.5,0.38,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,274.65,0.41,N
-38.69997,-68.69997,323.15,0.38,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,280.52,2.51,N
-38.69928,-68.70439,314.94,0.38,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,277.21,2.51,N
-38.69791,-68.71323,313.8,0.38,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,276.99,1.57,N
-38.63314,-68.42827,320.11,0.39,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,277.29,1.36,N
-38.5044,-73.12407,316.81,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,276.24,2.3,N
-38.49766,-68.32037,298.36,0.39,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,275.86,0.49,N
-38.48186,-73.12218,342.22,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,283.75,9.13,N
-38.47928,-73.11584,311.49,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,278.94,2.89,N
-38.4767,-73.10956,333.34,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,282.0,2.89,N
-38.47567,-73.11478,321.91,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,278.92,2.89,N
-38.47463,-73.12003,302.31,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,278.76,1.44,N
-38.4736,-73.12529,306.29,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,279.25,1.44,N
-38.47101,-73.11902,325.96,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,279.77,2.2,N
-38.46998,-73.12428,319.42,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,281.13,2.2,N
-38.46738,-73.11806,309.78,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,278.92,2.2,N
-38.36973,-73.17154,309.11,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,279.18,0.9,N
-38.36903,-68.98827,309.19,0.38,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,277.11,1.14,N
-38.36869,-73.1768,296.76,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,277.8,0.9,N
-38.36609,-73.17053,321.38,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,280.74,2.91,N
-38.35878,-73.16874,300.18,0.47,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,279.37,1.19,N
-37.52768,-69.09061,295.92,0.39,0.36,2026-06-08,536,N20,VIIRS,n,2.0NRT,275.53,0.51,N
-37.43819,-72.96642,322.72,0.48,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,282.78,1.65,N
-37.4345,-72.96562,309.36,0.48,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,282.24,1.65,N
-36.42491,-72.82606,317.87,0.49,0.4,2026-06-08,536,N20,VIIRS,n,2.0NRT,278.99,2.17,N
-0.26346,-76.99908,315.97,0.58,0.52,2026-06-08,705,N20,VIIRS,n,2.0NRT,277.08,2.61,N
-4.57977,-81.28465,310.63,0.53,0.42,2026-06-08,707,N20,VIIRS,n,2.0NRT,286.61,1.6,N
-4.51322,-81.23095,320.65,0.53,0.42,2026-06-08,707,N20,VIIRS,n,2.0NRT,288.9,2.1,N
-4.51137,-81.22885,314.97,0.53,0.42,2026-06-08,707,N20,VIIRS,n,2.0NRT,289.12,1.1,N
-24.79275,-42.50955,328.38,0.51,0.41,2026-06-08,1618,N20,VIIRS,n,2.0NRT,291.98,2.19,D
-24.74675,-42.51133,335.69,0.51,0.41,2026-06-08,1618,N20,VIIRS,n,2.0NRT,293.28,15.96,D
-24.54566,-42.46998,342.66,0.5,0.41,2026-06-08,1618,N20,VIIRS,n,2.0NRT,295.05,25.05,D
-24.00453,-52.56085,367.0,0.69,0.74,2026-06-08,1618,N20,VIIRS,h,2.0NRT,291.31,16.11,D
-24.0045,-52.56048,367.0,0.69,0.74,2026-06-08,1618,N20,VIIRS,h,2.0NRT,290.74,13.28,D
-23.57326,-46.29987,341.57,0.54,0.51,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.41,14.46,D
-23.3618,-46.13456,333.89,0.53,0.5,2026-06-08,1618,N20,VIIRS,n,2.0NRT,295.68,3.24,D
-23.35718,-46.13517,338.91,0.53,0.5,2026-06-08,1618,N20,VIIRS,n,2.0NRT,295.59,13.2,D
-23.17512,-49.32416,345.24,0.42,0.61,2026-06-08,1618,N20,VIIRS,n,2.0NRT,295.19,5.82,D
-23.13202,-47.37043,330.81,0.63,0.54,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.41,4.39,D
-23.13187,-47.36926,335.77,0.63,0.54,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.64,7.52,D
-23.13138,-47.36422,337.2,0.63,0.54,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.23,4.39,D
-22.94428,-46.09079,338.68,0.52,0.5,2026-06-08,1618,N20,VIIRS,n,2.0NRT,295.22,12.53,D
-22.9348,-46.13279,327.07,0.52,0.5,2026-06-08,1618,N20,VIIRS,n,2.0NRT,290.74,2.33,D
-22.91681,-48.68867,351.19,0.38,0.59,2026-06-08,1618,N20,VIIRS,n,2.0NRT,301.25,11.07,D
-22.91645,-48.68484,367.0,0.38,0.59,2026-06-08,1618,N20,VIIRS,h,2.0NRT,301.61,11.07,D
-22.91226,-43.72933,334.43,0.56,0.43,2026-06-08,1618,N20,VIIRS,n,2.0NRT,302.88,8.14,D
-22.9083,-43.72989,331.89,0.56,0.43,2026-06-08,1618,N20,VIIRS,n,2.0NRT,301.82,8.14,D
-22.90502,-43.73591,328.66,0.56,0.43,2026-06-08,1618,N20,VIIRS,l,2.0NRT,302.25,3.87,D
-22.89053,-43.78247,333.34,0.56,0.43,2026-06-08,1618,N20,VIIRS,n,2.0NRT,297.62,3.79,D
-22.88458,-43.80006,325.37,0.56,0.43,2026-06-08,1618,N20,VIIRS,n,2.0NRT,298.1,2.53,D
-22.83879,-42.62686,331.52,0.49,0.4,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.57,4.75,D
-22.79327,-49.33342,341.9,0.42,0.61,2026-06-08,1618,N20,VIIRS,n,2.0NRT,297.99,5.73,D
-22.79075,-49.33149,339.21,0.42,0.61,2026-06-08,1618,N20,VIIRS,n,2.0NRT,293.69,2.61,D
-22.51765,-44.11711,328.08,0.39,0.44,2026-06-08,1618,N20,VIIRS,l,2.0NRT,302.12,3.35,D
-22.19094,-44.97822,338.62,0.43,0.46,2026-06-08,1618,N20,VIIRS,n,2.0NRT,297.47,6.75,D
-22.12407,-47.04199,326.18,0.58,0.52,2026-06-08,1618,N20,VIIRS,n,2.0NRT,297.68,2.9,D
-22.11925,-47.04267,329.96,0.58,0.52,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.29,2.9,D
-22.08765,-39.82832,339.18,0.39,0.36,2026-06-08,1618,N20,VIIRS,n,2.0NRT,295.92,3.32,D
-21.98718,-44.99596,331.54,0.43,0.46,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.42,3.78,D
-21.97343,-45.76379,332.99,0.48,0.48,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.29,3.87,D
-21.78805,-41.34752,326.91,0.42,0.38,2026-06-08,1618,N20,VIIRS,l,2.0NRT,298.29,2.68,D
-21.78693,-41.33935,339.14,0.42,0.38,2026-06-08,1618,N20,VIIRS,n,2.0NRT,301.23,3.74,D
-21.78549,-43.38597,331.71,0.52,0.41,2026-06-08,1618,N20,VIIRS,n,2.0NRT,297.11,5.06,D
-21.78346,-41.3399,326.45,0.42,0.38,2026-06-08,1618,N20,VIIRS,l,2.0NRT,298.08,3.74,D
-21.78167,-41.35271,334.3,0.42,0.38,2026-06-08,1618,N20,VIIRS,n,2.0NRT,301.19,3.42,D
-21.75979,-41.21908,330.61,0.42,0.38,2026-06-08,1618,N20,VIIRS,l,2.0NRT,302.69,2.78,D
-21.64313,-43.38904,330.49,0.52,0.41,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.16,3.34,D
-21.36909,-41.54889,330.51,0.43,0.38,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.71,3.88,D
-21.36783,-41.54837,331.5,0.43,0.38,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.84,2.74,D
-21.36751,-44.65043,332.33,0.4,0.44,2026-06-08,1618,N20,VIIRS,n,2.0NRT,299.17,2.69,D
-21.25024,-43.29208,330.52,0.51,0.41,2026-06-08,1618,N20,VIIRS,n,2.0NRT,296.64,6.36,D
-21.06223,-43.14378,338.41,0.5,0.41,2026-06-08,1618,N20,VIIRS,n,2.0NRT,294.68,9.95,D
-21.042,-40.9015,333.45,0.4,0.37,2026-06-08,1618,N20,VIIRS,n,2.0NRT,297.66,2.8,D
-21.0386,-40.90205,335.87,0.4,0.37,2026-06-08,1618,N20,VIIRS,n,2.0NRT,299.26,5.19,D
-21.18734,-46.93724,327.5,0.56,0.51,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.1,2.13,D
-21.14977,-45.35121,325.66,0.44,0.46,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.62,2.28,D
-21.08581,-45.49762,325.41,0.45,0.47,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.02,1.07,D
-21.08028,-44.49446,331.32,0.39,0.44,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.98,3.31,D
-21.07623,-44.495,341.23,0.39,0.44,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.9,3.31,D
-21.06221,-46.33674,334.77,0.51,0.49,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.87,4.55,D
-21.01156,-43.94743,330.3,0.55,0.42,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.36,3.31,D
-20.94492,-44.20814,344.12,0.56,0.43,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.83,23.93,D
-20.94163,-44.21402,327.29,0.56,0.43,2026-06-08,1620,N20,VIIRS,l,2.0NRT,297.8,19.31,D
-20.94095,-44.20863,345.42,0.56,0.43,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.19,23.93,D
-20.88567,-43.17998,330.26,0.49,0.41,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.27,3.71,D
-20.82053,-45.17926,337.07,0.43,0.46,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.33,3.88,D
-20.74259,-46.91754,339.22,0.55,0.51,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.04,4.92,D
-20.73929,-46.91577,327.51,0.55,0.51,2026-06-08,1620,N20,VIIRS,n,2.0NRT,295.86,6.49,D
-20.63208,-45.21912,326.77,0.43,0.46,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.44,1.47,D
-20.62779,-42.10961,327.27,0.44,0.38,2026-06-08,1620,N20,VIIRS,l,2.0NRT,297.56,2.69,D
-20.61696,-42.8894,331.08,0.48,0.4,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.68,15.17,D
-20.56013,-44.93926,354.87,0.41,0.45,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.46,8.37,D
-20.55868,-44.08472,333.76,0.55,0.43,2026-06-08,1620,N20,VIIRS,n,2.0NRT,295.4,7.03,D
-20.55603,-44.94009,337.11,0.41,0.45,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.26,4.56,D
-20.35637,-41.96717,330.8,0.43,0.38,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.28,4.3,D
-20.32341,-48.47956,367.0,0.34,0.56,2026-06-08,1620,N20,VIIRS,h,2.0NRT,301.62,5.4,D
-20.25061,-40.23783,339.44,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,303.56,6.04,D
-20.24782,-40.24211,347.26,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,301.62,6.04,D
-20.24115,-40.24322,339.73,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,305.11,3.53,D
-20.2406,-40.23949,327.85,0.39,0.36,2026-06-08,1620,N20,VIIRS,l,2.0NRT,300.73,3.53,D
-20.23561,-40.22887,338.89,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,306.76,3.63,D
-20.23392,-40.2406,331.3,0.39,0.36,2026-06-08,1620,N20,VIIRS,l,2.0NRT,301.85,4.04,D
-20.23282,-40.23315,336.02,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,307.96,3.78,D
-20.10177,-44.8726,341.06,0.4,0.44,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.89,5.13,D
-19.8693,-46.35547,343.37,0.49,0.49,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.32,7.92,D
-19.8638,-44.48525,325.05,0.57,0.43,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.67,3.53,D
-19.82309,-43.12808,333.96,0.48,0.4,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.01,6.26,D
-19.78829,-45.01242,334.89,0.4,0.45,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.84,2.28,D
-19.73673,-43.9301,325.24,0.53,0.42,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.89,1.67,D
-19.57599,-46.5956,338.81,0.5,0.49,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.2,5.33,D
-19.55006,-42.65236,335.36,0.45,0.39,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.12,4.38,D
-19.54648,-42.65298,333.42,0.45,0.39,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.63,4.39,D
-19.48427,-42.54448,336.24,0.45,0.39,2026-06-08,1620,N20,VIIRS,n,2.0NRT,305.56,7.58,D
-19.41709,-40.53574,328.35,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.37,1.48,D
-19.37333,-40.62652,338.08,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.7,3.19,D
-19.33501,-40.27634,343.15,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,293.28,3.16,D
-19.3161,-40.56349,329.84,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.49,6.95,D
-19.31276,-40.56406,348.2,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,301.94,6.95,D
-19.31221,-40.56032,332.24,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.34,6.95,D
-19.30887,-40.56087,331.24,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.34,4.63,D
-19.14245,-41.04825,333.27,0.4,0.37,2026-06-08,1620,N20,VIIRS,n,2.0NRT,306.93,3.86,D
-19.12745,-40.25134,331.52,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,295.6,3.64,D
-19.10767,-40.43539,330.19,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.79,2.35,D
-19.01308,-39.89545,342.86,0.38,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.34,6.19,D
-18.91836,-47.43918,338.49,0.56,0.52,2026-06-08,1620,N20,VIIRS,n,2.0NRT,294.32,6.32,D
-18.91713,-47.4282,340.62,0.56,0.52,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.65,8.98,D
-18.91299,-47.43428,331.14,0.56,0.52,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.69,6.32,D
-18.91238,-47.42879,334.67,0.56,0.52,2026-06-08,1620,N20,VIIRS,n,2.0NRT,301.12,8.98,D
-18.88812,-40.50931,336.41,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.63,4.85,D
-18.82616,-40.16257,334.73,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.73,2.74,D
-18.74205,-40.16562,332.39,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.49,2.6,D
-18.67736,-40.1427,337.66,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.63,4.14,D
-18.58107,-40.42529,331.37,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.06,2.93,D
-18.53186,-43.66584,330.17,0.49,0.41,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.71,4.11,D
-18.5159,-41.55235,332.31,0.41,0.37,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.6,2.49,D
-18.49339,-40.45091,330.34,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,295.73,2.37,D
-18.32665,-51.06775,330.31,0.48,0.65,2026-06-08,1620,N20,VIIRS,n,2.0NRT,295.39,4.48,D
-18.26324,-42.51778,336.07,0.44,0.38,2026-06-08,1620,N20,VIIRS,n,2.0NRT,294.15,3.94,D
-18.0445,-40.53297,334.86,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,304.47,2.43,D
-17.90983,-39.93407,339.55,0.38,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,303.3,3.06,D
-17.74879,-39.7685,349.25,0.38,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.76,7.6,D
-17.56809,-46.55912,343.16,0.47,0.48,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.18,10.21,D
-17.4777,-42.35946,341.0,0.42,0.38,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.0,4.08,D
-17.47617,-42.363,334.17,0.42,0.38,2026-06-08,1620,N20,VIIRS,n,2.0NRT,304.34,6.04,D
-17.47559,-42.35897,340.06,0.42,0.38,2026-06-08,1620,N20,VIIRS,n,2.0NRT,303.59,5.76,D
-17.44897,-47.19076,333.4,0.52,0.5,2026-06-08,1620,N20,VIIRS,n,2.0NRT,292.6,22.52,D
-17.44879,-47.1876,340.1,0.52,0.5,2026-06-08,1620,N20,VIIRS,n,2.0NRT,292.71,25.58,D
-17.42542,-43.8136,333.7,0.49,0.4,2026-06-08,1620,N20,VIIRS,n,2.0NRT,300.94,5.19,D
-17.42171,-43.81416,348.24,0.49,0.4,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.94,10.73,D
-17.20354,-47.64458,340.83,0.55,0.51,2026-06-08,1620,N20,VIIRS,n,2.0NRT,301.43,8.77,D
-17.20296,-47.63948,331.26,0.55,0.51,2026-06-08,1620,N20,VIIRS,n,2.0NRT,297.41,8.77,D
-17.20153,-47.64191,342.83,0.55,0.51,2026-06-08,1620,N20,VIIRS,n,2.0NRT,301.26,9.34,D
-17.15552,-45.06113,354.65,0.57,0.43,2026-06-08,1620,N20,VIIRS,n,2.0NRT,304.11,28.43,D
-17.11253,-45.59483,333.59,0.41,0.45,2026-06-08,1620,N20,VIIRS,n,2.0NRT,291.01,3.81,D
-17.08037,-45.40768,334.88,0.39,0.44,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.29,2.97,D
-17.07258,-39.60951,343.26,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,301.15,5.03,D
-16.19252,-43.07483,329.75,0.44,0.38,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.74,4.19,D
-15.89282,-43.79829,337.75,0.47,0.4,2026-06-08,1620,N20,VIIRS,n,2.0NRT,302.72,4.95,D
-15.88918,-43.79883,335.28,0.47,0.4,2026-06-08,1620,N20,VIIRS,n,2.0NRT,299.37,4.95,D
-15.84445,-41.92619,339.92,0.4,0.37,2026-06-08,1620,N20,VIIRS,n,2.0NRT,311.41,29.44,D
-15.82604,-40.06246,340.91,0.39,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,302.88,3.43,D
-15.8094,-40.24146,334.63,0.38,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,296.62,4.87,D
-15.80885,-40.23789,332.63,0.38,0.36,2026-06-08,1620,N20,VIIRS,n,2.0NRT,298.54,4.87,D
-15.67725,-48.22446,367.0,0.58,0.52,2026-06-08,1620,N20,VIIRS,h,2.0NRT,295.19,16.27,D
-15.59484,-41.79532,345.73,0.4,0.37,2026-06-08,1620,N20,VIIRS,n,2.0NRT,307.02,16.72,D
