latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,temp_max,temp_min,temp_mean,wind_speed,precipitation,humidity,soil_moisture
-11.52049,-41.69563,333.5,0.47,0.48,2026-06-08,1601,N,VIIRS,n,2.0NRT,301.45,4.03,D,26.5,15.4,20.3,17.2,0.0,74.29166666666667,0.24975
-11.44455,-46.68253,334.03,0.51,0.66,2026-06-08,1601,N,VIIRS,n,2.0NRT,293.67,6.28,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.44348,-46.68375,337.23,0.51,0.66,2026-06-08,1601,N,VIIRS,n,2.0NRT,294.35,5.06,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.43777,-46.67822,339.18,0.51,0.66,2026-06-08,1601,N,VIIRS,n,2.0NRT,284.43,6.28,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.43721,-46.67353,344.87,0.51,0.66,2026-06-08,1601,N,VIIRS,n,2.0NRT,285.3,9.35,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.4362,-46.67476,367.0,0.51,0.66,2026-06-08,1601,N,VIIRS,h,2.0NRT,290.91,14.09,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.43158,-46.6787,367.0,0.51,0.66,2026-06-08,1601,N,VIIRS,h,2.0NRT,294.04,17.02,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.43055,-46.67996,330.75,0.51,0.66,2026-06-08,1601,N,VIIRS,n,2.0NRT,291.66,15.78,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.43001,-46.67526,330.33,0.51,0.66,2026-06-08,1601,N,VIIRS,n,2.0NRT,292.46,14.09,D,31.8,20.7,26.0,21.3,0.0,46.5,0.11629166666666668
-11.26315,-49.65297,348.56,0.8,0.78,2026-06-08,1601,N,VIIRS,n,2.0NRT,291.84,52.25,D,35.2,19.5,27.1,9.6,0.0,54.666666666666664,0.14654166666666665
-11.26233,-49.64539,338.9,0.79,0.78,2026-06-08,1601,N,VIIRS,n,2.0NRT,289.68,52.25,D,35.2,19.5,27.1,9.6,0.0,54.666666666666664,0.14654166666666665
-11.20872,-46.32087,351.06,0.48,0.65,2026-06-08,1601,N,VIIRS,n,2.0NRT,297.06,8.21,D,31.0,17.2,24.3,15.4,0.0,52.458333333333336,0.03654166666666667
-11.2082,-46.31643,345.31,0.48,0.65,2026-06-08,1601,N,VIIRS,n,2.0NRT,294.79,8.21,D,31.0,17.2,24.3,15.4,0.0,52.458333333333336,0.03654166666666667
-11.02972,-44.3164,367.0,0.35,0.57,2026-06-08,1601,N,VIIRS,h,2.0NRT,304.18,13.35,D,31.1,18.1,24.8,12.2,0.0,55.333333333333336,0.06470833333333333
-11.02447,-44.31707,353.95,0.35,0.57,2026-06-08,1601,N,VIIRS,n,2.0NRT,299.65,13.35,D,31.1,18.0,24.6,11.3,0.0,56.958333333333336,0.13758333333333334
-11.02405,-44.31384,356.09,0.35,0.57,2026-06-08,1601,N,VIIRS,n,2.0NRT,297.64,13.35,D,31.1,18.0,24.6,11.3,0.0,56.958333333333336,0.13758333333333334
-9.8124,-35.93176,332.25,0.38,0.36,2026-06-08,1601,N,VIIRS,n,2.0NRT,297.5,5.09,D,27.0,25.0,26.0,18.0,0.0,71.75,0.47583333333333333
-11.26313,-49.65705,353.84,0.8,0.78,2026-06-08,1603,N,VIIRS,n,2.0NRT,288.13,47.48,D,35.2,19.5,27.1,9.6,0.0,54.666666666666664,0.14654166666666665
-11.26227,-49.6495,367.0,0.79,0.78,2026-06-08,1603,N,VIIRS,h,2.0NRT,292.5,47.48,D,35.2,19.5,27.1,9.6,0.0,54.666666666666664,0.14654166666666665
-11.24846,-49.65456,335.1,0.8,0.78,2026-06-08,1603,N,VIIRS,n,2.0NRT,289.53,13.4,D,35.2,19.5,27.1,9.6,0.0,54.666666666666664,0.14654166666666665
-11.24759,-49.65102,342.06,0.79,0.78,2026-06-08,1603,N,VIIRS,n,2.0NRT,289.87,9.44,D,35.2,19.5,27.1,9.6,0.0,54.666666666666664,0.14654166666666665
-10.87784,-47.42884,333.45,0.56,0.69,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.93,5.51,D,33.5,20.6,27.4,14.1,0.0,45.958333333333336,0.109
-10.74518,-47.3185,330.92,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.08,5.3,D,33.4,19.6,27.1,19.6,0.0,48.75,0.03325
-10.73819,-47.31402,347.55,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.08,13.2,D,33.4,19.6,27.1,19.6,0.0,48.75,0.03325
-10.73757,-47.30884,352.34,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.36,13.2,D,33.4,19.6,27.1,19.6,0.0,48.75,0.03325
-10.73694,-47.3036,341.26,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.13,8.16,D,33.4,19.6,27.1,19.6,0.0,48.75,0.03325
-10.73632,-47.29843,334.24,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.72,8.16,D,33.4,19.6,27.1,19.6,0.0,48.75,0.03325
-10.5146,-46.74589,344.35,0.5,0.66,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.54,4.78,D,33.5,20.6,27.5,15.7,0.0,44.666666666666664,0.103
-10.51405,-46.74478,339.1,0.5,0.66,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.94,7.99,D,33.0,20.8,27.2,16.8,0.0,44.625,0.115
-10.46199,-46.45836,348.38,0.48,0.65,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.92,7.83,D,32.5,19.6,26.4,17.4,0.0,46.125,0.10825
-10.45945,-46.45779,337.47,0.48,0.64,2026-06-08,1603,N,VIIRS,n,2.0NRT,290.7,6.85,D,32.5,19.6,26.4,17.4,0.0,46.125,0.10825
-10.1083,-47.08853,330.25,0.52,0.67,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.51,3.02,D,34.3,20.5,27.8,18.4,0.0,47.416666666666664,0.034
-10.07206,-46.52717,348.58,0.48,0.64,2026-06-08,1603,N,VIIRS,n,2.0NRT,295.76,9.8,D,32.5,21.3,26.9,20.2,0.0,45.125,0.11125
-9.82691,-46.57238,330.25,0.48,0.64,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.97,3.64,D,31.5,20.1,25.7,20.4,0.0,53.375,0.333
-9.79357,-47.44992,355.1,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.53,9.49,D,34.0,20.8,27.8,18.8,0.0,48.083333333333336,0.027625
-9.77519,-47.45739,330.28,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,290.98,4.6,D,34.0,20.8,27.8,18.8,0.0,48.083333333333336,0.027625
-9.77457,-47.45232,343.99,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.91,4.6,D,34.4,21.2,28.0,18.9,0.0,47.0,0.033
-9.54272,-47.76185,331.3,0.57,0.69,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.14,3.93,D,33.8,21.1,27.7,18.0,0.0,48.791666666666664,0.03858333333333333
-9.54202,-47.76439,330.39,0.57,0.69,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.23,5.51,D,33.8,21.1,27.7,18.0,0.0,48.791666666666664,0.03858333333333333
-9.49961,-40.8626,341.28,0.39,0.44,2026-06-08,1603,N,VIIRS,n,2.0NRT,300.88,6.52,D,31.3,20.0,25.4,26.1,0.0,59.041666666666664,0.05491666666666667
-8.90164,-47.46965,329.68,0.53,0.67,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.78,3.66,D,34.0,21.6,27.5,14.5,0.0,51.75,0.041125
-8.40543,-47.72921,341.15,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.47,4.48,D,33.5,22.5,28.0,13.0,0.0,54.75,0.061125000000000006
-8.40308,-47.72733,330.32,0.55,0.68,2026-06-08,1603,N,VIIRS,n,2.0NRT,290.73,5.2,D,33.5,22.5,28.0,13.0,0.0,54.75,0.061125000000000006
-7.9104,-47.10011,330.47,0.49,0.65,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.05,3.72,D,33.8,23.5,28.8,19.0,0.0,48.333333333333336,0.037125
-7.89831,-47.10175,330.0,0.49,0.65,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.77,3.84,D,33.8,23.5,28.8,19.0,0.0,48.333333333333336,0.037125
-7.89736,-47.10124,335.04,0.49,0.65,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.35,3.63,D,33.8,23.5,28.8,19.0,0.0,48.333333333333336,0.037125
-7.60557,-46.46807,335.38,0.44,0.62,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.46,4.26,D,34.8,24.8,29.9,21.4,0.1,42.875,0.10816666666666667
-7.60515,-46.46577,340.23,0.44,0.62,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.31,6.74,D,34.8,24.8,29.9,21.4,0.1,42.875,0.10816666666666667
-7.60033,-46.47281,330.09,0.44,0.62,2026-06-08,1603,N,VIIRS,n,2.0NRT,295.8,4.26,D,34.8,24.8,29.9,21.4,0.1,42.875,0.10816666666666667
-7.59988,-46.47054,352.13,0.44,0.62,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.18,8.21,D,34.8,24.8,29.9,21.4,0.1,42.875,0.10816666666666667
-7.59979,-46.46878,354.27,0.44,0.62,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.48,4.26,D,34.8,24.8,29.9,21.4,0.1,42.875,0.10816666666666667
-7.59936,-46.4665,339.78,0.44,0.62,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.7,6.74,D,34.8,24.8,29.9,21.4,0.1,42.875,0.10816666666666667
-7.51777,-43.78279,347.32,0.57,0.52,2026-06-08,1603,N,VIIRS,n,2.0NRT,296.98,15.37,D,35.3,24.5,30.1,18.8,0.0,43.041666666666664,0.108
-7.41992,-45.12297,367.0,0.35,0.57,2026-06-08,1603,N,VIIRS,h,2.0NRT,296.42,5.53,D,34.5,23.8,28.9,18.3,0.0,49.458333333333336,0.03958333333333333
-7.41882,-45.12294,356.13,0.35,0.57,2026-06-08,1603,N,VIIRS,n,2.0NRT,295.98,5.38,D,34.5,23.8,28.9,18.3,0.0,49.458333333333336,0.03958333333333333
-7.32296,-43.28666,332.73,0.53,0.5,2026-06-08,1603,N,VIIRS,n,2.0NRT,295.21,2.47,D,34.9,24.3,29.9,23.6,0.0,44.208333333333336,0.06466666666666666
-7.31296,-47.06083,333.32,0.48,0.64,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.9,5.21,D,34.5,22.4,28.7,14.3,0.1,53.708333333333336,0.039
-7.24522,-46.55311,335.75,0.44,0.62,2026-06-08,1603,N,VIIRS,n,2.0NRT,296.15,4.29,D,32.3,22.9,27.6,17.6,0.0,55.125,0.12379166666666667
-7.1837,-44.95592,367.0,0.34,0.56,2026-06-08,1603,N,VIIRS,h,2.0NRT,295.58,6.73,D,35.3,24.3,30.0,20.8,0.0,43.875,0.10116666666666667
-7.18344,-44.95773,339.86,0.34,0.56,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.4,3.8,D,35.3,24.3,30.0,20.8,0.0,43.875,0.10116666666666667
-7.183,-44.95461,353.42,0.34,0.56,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.03,7.0,D,35.3,24.3,30.0,20.8,0.0,43.875,0.10116666666666667
-7.03067,-43.74122,332.35,0.56,0.51,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.3,4.47,D,35.2,25.2,30.5,22.5,0.0,43.833333333333336,0.102
-6.98621,-42.88441,343.19,0.49,0.49,2026-06-08,1603,N,VIIRS,n,2.0NRT,301.33,3.73,D,34.7,24.4,29.6,24.2,0.0,47.375,0.062
-6.98173,-42.88504,340.2,0.49,0.49,2026-06-08,1603,N,VIIRS,n,2.0NRT,300.0,3.73,D,34.4,24.4,29.6,25.4,0.0,46.958333333333336,0.062
-6.79784,-39.42937,330.88,0.46,0.39,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.72,2.84,D,29.8,21.4,25.4,19.2,0.0,65.04166666666667,0.18004166666666666
-6.76449,-45.01103,338.13,0.34,0.56,2026-06-08,1603,N,VIIRS,n,2.0NRT,295.89,4.52,D,34.1,24.1,29.0,21.6,0.4,50.0,0.10079166666666667
-6.76356,-45.00959,339.52,0.34,0.56,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.2,4.44,D,34.1,24.1,29.0,21.6,0.4,50.0,0.10079166666666667
-6.76313,-45.0066,331.34,0.34,0.56,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.8,4.44,D,34.1,24.1,29.0,21.6,0.4,50.0,0.10079166666666667
-6.75109,-44.87204,331.23,0.33,0.55,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.42,2.41,D,33.8,23.9,28.8,21.1,0.0,51.541666666666664,0.10508333333333332
-6.74912,-44.87079,332.95,0.33,0.55,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.1,3.16,D,33.8,23.9,28.8,21.1,0.0,51.541666666666664,0.10508333333333332
-6.74295,-47.12214,329.38,0.47,0.64,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.72,8.28,D,33.6,22.4,28.1,18.0,0.0,58.416666666666664,0.03933333333333333
-6.73989,-47.12407,339.5,0.47,0.64,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.98,4.47,D,33.6,22.4,28.1,18.0,0.0,58.416666666666664,0.03933333333333333
-6.39527,-44.17086,343.35,0.59,0.53,2026-06-08,1603,N,VIIRS,n,2.0NRT,300.87,9.95,D,30.5,22.0,25.8,16.8,0.3,65.79166666666667,0.26425000000000004
-6.12928,-45.76655,353.45,0.37,0.58,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.71,23.03,D,32.3,22.2,27.1,19.6,0.0,62.166666666666664,0.13379166666666667
-6.12877,-45.763,353.52,0.37,0.58,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.23,20.66,D,32.3,22.2,27.1,19.6,0.0,62.166666666666664,0.13379166666666667
-6.1257,-45.76415,367.0,0.37,0.58,2026-06-08,1603,N,VIIRS,h,2.0NRT,298.58,42.75,D,32.3,22.2,27.1,19.6,0.0,62.166666666666664,0.13379166666666667
-6.12523,-45.76063,343.68,0.37,0.58,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.06,42.75,D,32.3,22.2,27.1,19.6,0.0,62.166666666666664,0.13379166666666667
-6.12386,-45.7672,345.33,0.37,0.58,2026-06-08,1603,N,VIIRS,n,2.0NRT,296.11,43.96,D,32.3,22.2,27.1,19.6,0.0,62.166666666666664,0.13379166666666667
-6.12336,-45.76366,367.0,0.37,0.58,2026-06-08,1603,N,VIIRS,h,2.0NRT,293.86,38.3,D,31.8,21.8,26.6,17.6,0.0,64.70833333333333,0.22666666666666668
-6.11509,-45.78296,329.33,0.37,0.58,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.75,3.24,D,32.3,22.2,27.1,19.6,0.0,62.166666666666664,0.13379166666666667
-6.10624,-45.79838,347.7,0.38,0.58,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.13,3.84,D,31.8,21.9,26.6,18.3,0.0,64.5,0.17733333333333334
-5.96194,-45.11292,367.0,0.34,0.56,2026-06-08,1603,N,VIIRS,h,2.0NRT,294.96,5.76,D,32.7,23.1,27.4,18.6,0.0,65.125,0.148875
-5.85379,-45.06188,367.0,0.33,0.55,2026-06-08,1603,N,VIIRS,h,2.0NRT,294.7,5.42,D,32.5,23.0,27.2,18.3,0.0,67.45833333333333,0.149625
-5.59392,-42.72063,341.44,0.46,0.47,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.17,8.32,D,32.1,23.7,27.3,15.0,0.0,62.791666666666664,0.370875
-5.59322,-42.72023,339.51,0.46,0.47,2026-06-08,1603,N,VIIRS,n,2.0NRT,292.36,5.5,D,32.1,23.7,27.3,15.0,0.0,62.791666666666664,0.370875
-5.58583,-42.7261,350.7,0.46,0.47,2026-06-08,1603,N,VIIRS,n,2.0NRT,300.98,20.53,D,32.1,23.7,27.3,15.0,0.0,62.791666666666664,0.370875
-5.58516,-42.72568,348.51,0.46,0.47,2026-06-08,1603,N,VIIRS,n,2.0NRT,300.69,34.55,D,32.1,23.7,27.3,15.0,0.0,62.791666666666664,0.370875
-5.5828,-45.70992,328.56,0.36,0.58,2026-06-08,1603,N,VIIRS,n,2.0NRT,291.76,1.5,D,32.0,22.4,26.7,15.2,0.2,68.5,0.32666666666666666
-5.58206,-42.73088,337.23,0.46,0.47,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.31,20.53,D,32.1,23.7,27.3,15.0,0.0,62.791666666666664,0.370875
-5.58149,-42.72676,341.49,0.46,0.47,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.44,20.53,D,32.1,23.7,27.3,15.0,0.0,62.791666666666664,0.370875
-5.58143,-42.73043,338.16,0.46,0.47,2026-06-08,1603,N,VIIRS,n,2.0NRT,297.54,34.55,D,32.1,23.7,27.3,15.0,0.0,62.791666666666664,0.370875
-5.32966,-35.44895,344.08,0.4,0.37,2026-06-08,1603,N,VIIRS,n,2.0NRT,298.61,4.21,D,29.5,23.2,26.1,26.8,0.6,80.08333333333333,0.28670833333333334
-5.32629,-35.44946,347.7,0.4,0.37,2026-06-08,1603,N,VIIRS,n,2.0NRT,298.46,4.21,D,29.5,23.2,26.1,26.8,0.6,80.08333333333333,0.28670833333333334
-5.31844,-35.44334,330.84,0.4,0.37,2026-06-08,1603,N,VIIRS,n,2.0NRT,296.28,3.25,D,29.5,23.2,26.1,26.8,0.6,80.08333333333333,0.28670833333333334
-4.40401,-43.31792,336.78,0.48,0.48,2026-06-08,1603,N,VIIRS,n,2.0NRT,294.58,4.1,D,32.2,23.6,27.1,14.3,0.4,69.91666666666667,0.352875
-4.4002,-43.32294,333.63,0.48,0.48,2026-06-08,1603,N,VIIRS,n,2.0NRT,293.54,7.37,D,32.2,23.6,27.1,14.3,0.4,69.91666666666667,0.352875
-34.30412,-71.51949,326.59,0.76,0.77,2026-06-08,1739,N,VIIRS,n,2.0NRT,278.38,5.26,D,14.8,5.2,9.0,4.1,0.0,93.29166666666667,0.32025
-31.84256,-68.26938,348.55,0.48,0.65,2026-06-08,1739,N,VIIRS,n,2.0NRT,287.56,4.91,D,14.1,7.1,10.1,12.1,0.0,88.54166666666667,0.32558333333333334
-31.84187,-68.26966,350.7,0.48,0.65,2026-06-08,1739,N,VIIRS,n,2.0NRT,287.45,7.04,D,14.1,7.1,10.1,12.1,0.0,88.54166666666667,0.32558333333333334
-31.18436,-57.95039,337.04,0.41,0.37,2026-06-08,1739,N,VIIRS,n,2.0NRT,290.63,4.3,D,18.2,13.3,15.1,14.2,1.4,92.79166666666667,0.23104166666666667
-25.0426,-54.56412,328.07,0.43,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,273.88,2.33,D,23.8,17.4,19.4,10.1,1.1,85.20833333333333,0.44445833333333334
-25.02726,-54.58067,333.44,0.43,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,276.42,4.01,D,23.8,17.4,19.4,10.1,1.1,85.20833333333333,0.44445833333333334
-24.95263,-49.64499,337.13,0.52,0.5,2026-06-08,1741,N,VIIRS,n,2.0NRT,289.71,6.2,D,22.2,8.0,14.1,7.7,0.0,81.25,0.4184583333333333
-24.84701,-49.63742,328.81,0.53,0.5,2026-06-08,1741,N,VIIRS,n,2.0NRT,287.84,4.12,D,22.0,7.7,14.3,10.2,0.0,81.58333333333333,0.4165833333333333
-24.74704,-42.50497,367.0,0.7,0.75,2026-06-08,1741,N,VIIRS,h,2.0NRT,290.05,34.12,D,23.6,22.0,22.9,19.3,1.4,66.625,0.0
-24.63971,-55.35787,338.15,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,288.66,5.53,D,25.4,14.6,19.2,10.0,0.3,78.08333333333333,0.39458333333333334
-24.54772,-42.46359,354.74,0.71,0.75,2026-06-08,1741,N,VIIRS,n,2.0NRT,290.64,44.26,D,23.4,22.1,22.8,20.2,0.6,68.41666666666667,0.0
-24.54452,-42.46153,367.0,0.71,0.75,2026-06-08,1741,N,VIIRS,h,2.0NRT,290.84,32.06,D,23.6,22.1,22.9,19.2,0.6,67.58333333333333,0.0
-24.49111,-55.08009,325.28,0.42,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,292.23,1.8,D,25.2,15.1,19.5,10.8,0.1,72.29166666666667,0.3722916666666667
-24.47191,-55.13576,336.33,0.42,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,289.43,21.37,D,25.8,15.1,19.6,10.8,0.0,71.70833333333333,0.38354166666666667
-24.46954,-55.40382,335.14,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,290.11,3.41,D,25.5,15.0,19.4,9.7,0.1,76.25,0.38529166666666664
-24.46844,-55.13646,337.23,0.42,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,300.14,21.37,D,25.8,15.1,19.6,10.8,0.0,71.70833333333333,0.38354166666666667
-24.46695,-49.03842,331.25,0.58,0.52,2026-06-08,1741,N,VIIRS,n,2.0NRT,289.26,3.23,D,21.5,8.8,14.3,12.1,0.0,74.875,0.42487499999999995
-24.45546,-55.61613,326.15,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,293.28,3.85,D,25.9,14.6,19.5,8.9,0.5,77.16666666666667,0.40487500000000004
-24.40695,-55.05329,332.35,0.42,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,292.13,1.88,D,25.4,15.2,19.5,12.2,0.0,71.16666666666667,0.38158333333333333
-24.37897,-55.59756,326.65,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,290.53,2.46,D,25.7,14.1,19.3,8.7,0.4,78.33333333333333,0.3845
-24.36288,-55.4161,333.53,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,295.22,5.28,D,25.9,14.1,19.3,9.2,0.2,76.79166666666667,0.39987500000000004
-24.30157,-55.32679,327.82,0.42,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,289.57,2.15,D,26.6,14.4,19.6,10.8,0.3,73.0,0.39758333333333334
-24.26297,-55.3811,329.52,0.42,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,292.29,5.66,D,26.2,14.1,19.4,10.3,0.1,75.0,0.38654166666666673
-24.2257,-55.2865,326.58,0.42,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,295.06,2.46,D,26.4,14.9,19.7,9.2,0.5,71.125,0.38275
-24.06771,-55.51111,325.04,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,291.2,1.79,D,26.1,15.9,20.0,9.5,0.6,69.625,0.371125
-24.00495,-52.55762,332.23,0.55,0.43,2026-06-08,1741,N,VIIRS,n,2.0NRT,296.54,7.25,D,24.6,13.6,18.5,10.9,0.0,73.79166666666667,0.28733333333333333
-24.00332,-52.56082,336.42,0.56,0.43,2026-06-08,1741,N,VIIRS,n,2.0NRT,297.91,6.06,D,24.6,13.6,18.5,10.9,0.0,73.79166666666667,0.28733333333333333
-23.80662,-51.38578,342.85,0.43,0.46,2026-06-08,1741,N,VIIRS,n,2.0NRT,299.18,19.65,D,22.4,12.3,16.9,10.3,0.0,69.33333333333333,0.315625
-23.78729,-49.03659,353.77,0.6,0.53,2026-06-08,1741,N,VIIRS,n,2.0NRT,296.51,12.1,D,21.8,9.1,14.8,11.4,0.0,79.16666666666667,0.323625
-23.78243,-49.0378,343.17,0.6,0.53,2026-06-08,1741,N,VIIRS,n,2.0NRT,295.86,8.05,D,21.8,9.1,14.8,11.4,0.0,79.16666666666667,0.323625
-23.72422,-54.93332,344.36,0.44,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,297.26,17.6,D,25.8,13.6,19.1,11.3,0.0,69.16666666666667,0.198125
-23.65714,-47.09305,346.85,0.4,0.6,2026-06-08,1741,N,VIIRS,n,2.0NRT,295.04,5.21,D,19.9,9.1,14.2,16.0,0.0,74.625,0.27370833333333333
-23.53621,-50.75572,327.17,0.48,0.48,2026-06-08,1741,N,VIIRS,n,2.0NRT,294.03,5.56,D,22.3,12.9,17.3,9.3,0.0,70.375,0.31254166666666666
-23.53506,-50.75736,339.59,0.48,0.48,2026-06-08,1741,N,VIIRS,n,2.0NRT,293.96,4.81,D,22.3,12.9,17.3,9.3,0.0,70.375,0.31254166666666666
-23.52235,-55.96101,340.35,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,284.73,2.81,D,25.8,14.6,19.2,11.2,0.4,73.25,0.383375
-23.51895,-55.96169,346.77,0.41,0.37,2026-06-08,1741,N,VIIRS,n,2.0NRT,290.49,8.11,D,25.8,14.6,19.2,11.2,0.4,73.25,0.383375
-23.45882,-46.55217,332.57,0.43,0.62,2026-06-08,1741,N,VIIRS,n,2.0NRT,295.96,3.25,D,22.7,7.7,15.6,12.6,0.0,68.20833333333333,0.2175
-23.44888,-46.2503,326.97,0.45,0.63,2026-06-08,1741,N,VIIRS,n,2.0NRT,291.25,5.9,D,23.4,7.9,14.4,7.1,0.0,76.29166666666667,0.3130833333333333
-23.4478,-46.24573,355.52,0.45,0.63,2026-06-08,1741,N,VIIRS,n,2.0NRT,294.3,11.37,D,23.4,7.9,14.4,7.1,0.0,76.29166666666667,0.3130833333333333
-23.41089,-52.16873,337.18,0.4,0.44,2026-06-08,1741,N,VIIRS,n,2.0NRT,296.1,3.07,D,24.0,14.1,18.9,14.1,0.0,64.41666666666667,0.23983333333333334
-23.40686,-52.16972,328.45,0.4,0.44,2026-06-08,1741,N,VIIRS,n,2.0NRT,293.68,3.07,D,24.0,14.1,18.9,14.1,0.0,64.41666666666667,0.23983333333333334
-23.39326,-51.56577,327.51,0.43,0.46,2026-06-08,1741,N,VIIRS,n,2.0NRT,293.35,1.57,D,22.4,12.4,17.1,8.9,0.0,71.54166666666667,0.2984583333333333
-23.36504,-50.7891,333.29,0.48,0.48,2026-06-08,1741,N,VIIRS,n,2.0NRT,296.21,3.74,D,22.5,12.8,17.3,9.7,0.0,70.95833333333333,0.319625
-23.30393,-52.28903,337.47,0.39,0.44,2026-06-08,1741,N,VIIRS,n,2.0NRT,302.88,4.68,D,24.8,13.9,19.0,13.4,0.0,65.5,0.24762499999999998
-23.2775,-55.30658,333.28,0.43,0.38,2026-06-08,1741,N,VIIRS,n,2.0NRT,295.11,2.93,D,25.1,14.4,19.1,14.1,0.1,68.45833333333333,0.29241666666666666
-23.22275,-53.11235,333.24,0.53,0.42,2026-06-08,1741,N,VIIRS,n,2.0NRT,300.99,4.9,D,26.8,12.9,18.7,11.0,0.0,73.33333333333333,0.15454166666666666
-23.22232,-53.11005,339.41,0.53,0.42,2026-06-08,1741,N,VIIRS,n,2.0NRT,298.88,7.01,D,26.8,12.9,18.7,11.0,0.0,73.33333333333333,0.15454166666666666
-23.13568,-47.36816,348.48,0.39,0.59,2026-06-08,1741,N,VIIRS,n,2.0NRT,296.03,5.82,D,24.0,8.6,15.4,8.3,0.0,75.66666666666667,0.18504166666666666
-23.13484,-47.36901,343.93,0.39,0.59,2026-06-08,1741,N,VIIRS,n,2.0NRT,296.14,3.26,D,23.8,8.4,15.6,8.1,0.0,73.20833333333333,0.16679166666666667
-23.13029,-47.37428,325.9,0.39,0.59,2026-06-08,1741,N,VIIRS,n,2.0NRT,296.37,2.51,D,23.8,8.4,15.6,8.1,0.0,73.20833333333333,0.16679166666666667
